class; vertices;faces;triangles;quads;bmin; bmax
Hand;6038;12072;12072;0;(0, 0, 0);(0.975, 0.850934, 0.263156)
Hand;6191;12378;12378;0;(0, 0, 0);(0.87866, 0.975, 0.354297)
Hand;799;1710;1710;0;(0, 0, 0);(0.975, 0.39912, 0.522038)
Hand;421;837;837;0;(0, 0, 0);(0.384709, 0.975, 0.563866)
Hand;1198;2392;2392;0;(0, 0, 0);(0.858363, 0.783293, 0.975)
Hand;1023;2042;2042;0;(0, 0, 0);(0.908244, 0.665105, 0.975)
Hand;114;204;204;0;(0, 0, 0);(0.795743, 0.975, 0.40055)
Hand;7929;15855;15855;0;(0, 0, 0);(0.576129, 0.975, 0.67506)
Hand;1557;3110;3110;0;(0, 0, 0);(0.572276, 0.346703, 0.975)
Hand;1925;3846;3846;0;(0, 0, 0);(0.245675, 0.179601, 0.975)
Hand;1547;3090;3090;0;(0, 0, 0);(0.489372, 0.367234, 0.975)
Hand;2248;4466;4466;0;(0, 0, 0);(0.190557, 0.134926, 0.975)
Hat;1009;1998;1998;0;(0, 0, 0);(0.975, 0.462361, 0.690203)
Hat;958;1500;1500;0;(0, 0, 0);(0.790791, 0.555515, 0.975)
Hat;2388;4284;4284;0;(0, 0, 0);(0.729621, 0.448129, 0.975)
Hat;562;1120;1120;0;(0, 0, 0);(0.892071, 0.447202, 0.975)
Hat;2064;3414;3414;0;(0, 0, 0);(0.854637, 0.488631, 0.975)
Hat;1264;2574;2574;0;(0, 0, 0);(0.862625, 0.795065, 0.975)
Hat;1400;2653;2653;0;(0, 0, 0);(0.505742, 0.849176, 0.975)
Hat;5814;11562;11562;0;(0, 0, 0);(0.927438, 0.685583, 0.975)
Hat;5092;10190;10190;0;(0, 0, 0);(0.844032, 0.698107, 0.975)
Hat;426;848;848;0;(0, 0, 0);(0.893712, 0.898678, 0.975)
Hat;1002;2000;2000;0;(0, 0, 0);(0.784695, 0.681205, 0.975)
Hat;8815;17640;17640;0;(0, 0, 0);(0.789762, 0.484525, 0.975)
Hat;2029;4000;4000;0;(0, 0, 0);(0.664693, 0.975, 0.892742)
Hat;1002;2000;2000;0;(0, 0, 0);(0.727928, 0.704653, 0.975)
Hat;1256;2500;2500;0;(0, 0, 0);(0.558568, 0.975, 0.771103)
Helicopter;13309;25129;25129;0;(-0.852061, -0.325843, -0.198539);(1.00076, 0.183623, 0.129104)
Helicopter;4498;8476;8476;0;(-0.920097, -0.62371, -0.258189);(0.746514, 0.731472, 0.335164)
Helicopter;27062;51403;51403;0;(-0.890481, -0.648252, -0.281569);(0.862211, 0.747648, 0.198595)
Helicopter;5567;7990;7990;0;(-0.812536, -0.539772, -0.288629);(0.953353, 0.837998, 0.23361)
Helicopter;1362;2668;2668;0;(-1.07205, -0.619176, -0.180666);(0.614204, 0.674197, 0.309461)
Helicopter;496;923;923;0;(-1.04656, -0.470549, -0.440528);(0.761715, 0.804983, 0.212143)
Helicopter;10985;20598;20598;0;(-1.01771, -0.773587, -0.280863);(0.917997, 0.809146, 0.218196)
Helicopter;5823;8027;8027;0;(-0.983973, -0.508541, -0.802736);(0.736932, 0.369741, 0.567885)
Helicopter;2133;3406;3406;0;(-1.05983, -0.649526, -0.184428);(0.718282, 0.6884, 0.297431)
Helicopter;9980;16677;16677;0;(-1.02993, -0.9081, -0.252585);(0.754817, 0.459728, 0.219288)
Helicopter;3716;5138;5138;0;(-1.0631, -0.309767, -0.659235);(0.87532, 0.274745, 0.600796)
Helicopter;35044;70103;70103;0;(-0.956766, -0.797532, -0.198452);(0.915133, 0.934814, 0.161666)
Helicopter;2770;4664;4664;0;(-0.730894, -0.551787, -0.328449);(1.0857, 0.834034, 0.248646)
Helicopter;17617;34164;34164;0;(-0.969644, -0.744752, -0.202847);(0.797196, 0.770175, 0.258086)
Helicopter;222;368;368;0;(-0.749979, -0.889721, -0.316135);(0.832151, 0.939418, 0.245196)
Helicopter;2929;4000;4000;0;(-0.663932, -0.607224, -0.242884);(0.844106, 0.494945, 0.261522)
Helicopter;748;1325;1325;0;(-0.633154, -0.5954, -0.13749);(1.0153, 0.654355, 0.174547)
Helicopter;5681;8498;8498;0;(-0.9477, -0.601495, -0.220123);(0.847368, 0.761031, 0.231861)
Helicopter;1176;2060;2060;0;(-0.780879, -0.471915, -0.122947);(0.956675, 0.732233, 0.175549)
Helicopter;1988;3391;3391;0;(-1.03598, -0.30443, -0.255449);(0.65601, 0.543631, 0.384601)
Helicopter;1058;1882;1882;0;(0, 0, 0);(0.211885, 0.289754, 0.975)
Helicopter;1066;2094;2094;0;(0, 0, 0);(0.266506, 0.373271, 0.975)
Helicopter;7105;14168;14168;0;(0, 0, 0);(0.975, 0.271097, 0.166684)
Helicopter;8547;17806;17806;0;(0, 0, 0);(0.751962, 0.310837, 0.975)
Helicopter;18454;34708;34708;0;(0, 0, 0);(0.753955, 0.336938, 0.975)
Helicopter;58392;116773;116773;0;(0, 0, 0);(0.915335, 0.251275, 0.975)
Helicopter;2046;3460;3460;0;(0, 0, 0);(0.975, 0.262523, 0.652485)
Helicopter;1362;2668;2668;0;(0, 0, 0);(0.77452, 0.29927, 0.975)
Helicopter;1006;2008;2008;0;(0, 0, 0);(0.851879, 0.20723, 0.975)
Helicopter;222;368;368;0;(0, 0, 0);(0.975, 0.311245, 0.839692)
Helicopter;1610;2952;2952;0;(0, 0, 0);(0.813506, 0.975, 0.29115)
Helicopter;1644;2996;2996;0;(0, 0, 0);(0.975, 0.767999, 0.391399)
Helicopter;510;844;844;0;(0, 0, 0);(0.752246, 0.975, 0.226254)
Helicopter;396;682;682;0;(0, 0, 0);(0.975, 0.580851, 0.258243)
Helicopter;1176;2060;2060;0;(0, 0, 0);(0.975, 0.669317, 0.224073)
Helicopter;1162;2056;2056;0;(0, 0, 0);(0.975, 0.75913, 0.250313)
Helicopter;598;1004;1004;0;(0, 0, 0);(0.687735, 0.975, 0.178555)
Helicopter;7818;14166;14166;0;(0, 0, 0);(0.762713, 0.312566, 0.975)
Helicopter;2752;5138;5138;0;(0, 0, 0);(0.658962, 0.279761, 0.975)
Helicopter;675;1270;1270;0;(0, 0, 0);(0.858476, 0.975, 0.290439)
Helicopter;6136;10656;10656;0;(0, 0, 0);(0.802266, 0.474942, 0.975)
Helicopter;1545;2438;2438;0;(0, 0, 0);(0.837723, 0.975, 0.299723)
Helicopter;1545;2709;2709;0;(0, 0, 0);(0.975, 0.30347, 0.840149)
Helicopter;7851;14167;14167;0;(0, 0, 0);(0.762712, 0.975, 0.312559)
Helicopter;3218;6448;6448;0;(0, 0, 0);(0.975, 0.318917, 0.789381)
Helicopter;665;1242;1242;0;(0, 0, 0);(0.787129, 0.574544, 0.975)
Helicopter;294;578;578;0;(0, 0, 0);(0.222571, 0.251327, 0.975)
Helicopter;496;923;923;0;(0, 0, 0);(0.729325, 0.320984, 0.975)
Helicopter;439;900;900;0;(0, 0, 0);(0.815941, 0.273015, 0.975)
Helicopter;267;524;524;0;(0, 0, 0);(0.815539, 0.272406, 0.975)
Helicopter;1201;2319;2319;0;(0, 0, 0);(0.740421, 0.286153, 0.975)
House;46622;90161;90161;0;(-0.725983, -0.989338, -0.54204);(1.0083, 0.753159, 0.440249)
House;10202;19412;19412;0;(-0.708583, -0.698916, -0.488624);(0.932177, 0.993506, 0.481474)
House;617;768;768;0;(-1.13091, -0.742037, -0.348436);(0.54241, 0.5683, 0.703398)
House;3375;3304;3304;0;(-0.759361, -0.941489, -0.22936);(1.17385, 0.914965, 0.497921)
House;28479;62973;62973;0;(-0.857416, -0.919802, -0.387521);(0.880342, 0.854694, 0.521237)
House;10373;16975;16975;0;(-0.612132, -0.782742, -0.944942);(1.00306, 0.784967, 0.684138)
House;35522;66144;66144;0;(-1.01194, -0.933903, -0.420798);(0.722748, 0.827164, 0.609186)
House;27493;50407;50407;0;(-1.08453, -0.830679, -0.45565);(0.749038, 0.871337, 0.476385)
House;25185;46904;46904;0;(-0.796194, -0.631622, -0.968474);(0.780989, 0.446287, 0.397777)
House;6044;10208;10208;0;(-0.791773, -0.631246, -0.254815);(1.06149, 0.480165, 0.497624)
House;2852;5384;5384;0;(-0.568385, -0.573567, -0.87708);(1.0051, 0.685736, 0.441765)
House;15615;68220;68220;0;(-0.93802, -0.88054, -0.39995);(0.804466, 0.84191, 0.340938)
House;1216;2109;2109;0;(-0.808512, -0.817056, -0.625194);(0.873839, 0.796548, 0.642041)
House;6380;13009;13009;0;(-0.727891, -0.804818, -0.470024);(1.06092, 1.00815, 0.369889)
House;2050;2048;2048;0;(-0.803571, -0.905614, -0.342139);(1.03017, 0.809153, 0.582333)
House;17257;40698;40698;0;(-0.811374, -1.00023, -0.516602);(0.975421, 0.782342, 0.385005)
House;28137;55333;55333;0;(-1.05637, -0.789526, -0.461774);(0.729164, 0.677664, 0.436233)
House;8511;15800;15800;0;(-0.763097, -0.626248, -0.369734);(1.00679, 0.222043, 0.427775)
House;7423;15272;15272;0;(-0.586741, -0.7919, -0.638984);(0.947118, 0.772569, 0.586171)
House;1752;2800;2800;0;(-0.924144, -0.920493, -0.397412);(0.785336, 0.799208, 0.337556)
House;35;48;48;0;(0, 0, 0);(0.975, 0.309109, 0.390835)
House;14312;27982;27982;0;(0, 0, 0);(0.975, 0.563535, 0.94639)
House;1686;2832;2832;0;(0, 0, 0);(0.975, 0.452011, 0.72239)
House;966;1275;1275;0;(0, 0, 0);(0.975, 0.165267, 0.482454)
House;722;1207;1207;0;(0, 0, 0);(0.975, 0.329799, 0.956643)
House;2380;4236;4236;0;(0, 0, 0);(0.975, 0.224068, 0.888636)
House;22;26;26;0;(0, 0, 0);(0.658333, 0.975, 0.975)
House;119;184;184;0;(0, 0, 0);(0.975, 0.345625, 0.5)
House;220;240;240;0;(0, 0, 0);(0.975, 0.351567, 0.485656)
House;356;532;532;0;(0, 0, 0);(0.588834, 0.191202, 0.975)
House;411;906;906;0;(0, 0, 0);(0.651804, 0.465722, 0.975)
House;2086;2283;2283;0;(0, 0, 0);(0.677893, 0.437597, 0.975)
House;284;417;417;0;(0, 0, 0);(0.578512, 0.464669, 0.975)
House;20624;35236;35236;0;(0, 0, 0);(0.975, 0.278717, 0.690334)
House;1455;2370;2370;0;(0, 0, 0);(0.975, 0.476412, 0.465257)
House;762;1502;1502;0;(0, 0, 0);(0.714563, 0.975, 0.899309)
House;221;328;328;0;(0, 0, 0);(0.680584, 0.524678, 0.975)
House;905;1696;1696;0;(0, 0, 0);(0.975, 0.246661, 0.537424)
House;2557;5111;5111;0;(0, 0, 0);(0.975, 0.743442, 0.766431)
House;2385;5116;5116;0;(0, 0, 0);(0.975, 0.825198, 0.739061)
House;200;216;216;0;(0, 0, 0);(0.975, 0.3874, 0.55505)
House;607;703;703;0;(0, 0, 0);(0.975, 0.484462, 0.942795)
House;284;417;417;0;(0, 0, 0);(0.578512, 0.464669, 0.975)
House;4748;8520;8520;0;(0, 0, 0);(0.975, 0.680991, 0.755004)
House;816;1587;1587;0;(0, 0, 0);(0.975, 0.825235, 0.716057)
House;25;22;22;0;(0, 0, 0);(0.680247, 0.60382, 0.975)
HumanHead;5244;30981;30981;0;(-3.80574, -0.905669, 0);(0, 1.57128, 18.3088)
HumanHead;5119;13146;13146;0;(0, 0, 0);(7.70361, 5.43307, 12.925)
HumanHead;5284;31161;31161;0;(-1.97504, -0.950931, 0);(0, 0.917072, 2.4266)
HumanHead;5276;31296;31296;0;(-0.484285, -0.172062, -0.062946);(0.457483, 0.653258, 1.13525)
HumanHead;5161;30666;30666;0;(0, -7.30314, 0);(3.7345, 0, 11.029)
HumanHead;1394;6816;6816;0;(-4.16346, 0, -4.33926);(1.06952, 8.1977, 4.8042)
HumanHead;6146;36864;36864;0;(0, 0, 0);(0.463039, 0.461727, 0.492382)
HumanHead;4296;24864;24864;0;(-2.33279, -2.77522, -0.345865);(2.51638, 4.08826, 5.56217)
HumanHead;3224;19092;19092;0;(-0.383864, -1.35988, -0.007895);(0.390676, 0, 0.973781)
HumanHead;6211;37047;37047;0;(-0.1068, 0, -0.005186);(0.107003, 1.85664, 0.252218)
HumanHead;1919;11118;11118;0;(0, -11225.9, 0);(11787.1, 0, 7483.18)
HumanHead;7968;47469;47469;0;(-33.6143, -30.3405, -0.288122);(0.060443, 1.37269, 39.2622)
HumanHead;5167;30336;30336;0;(-1.15729, -1.19965, -2.4486);(1.21417, 2.55813, 2.37437)
HumanHead;4503;26382;26382;0;(-1.1074, -0.995498, -0.725881);(1.3707, 1.4892, 2.1663)
HumanHead;3490;19104;19104;0;(-2.23923, -3.13151, 0);(0, 0, 1.80771)
HumanHead;2885;17058;17058;0;(-3.14009, 0, -1.58123);(0, 5.59639, 1.43292)
HumanHead;5253;28086;28086;0;(0, 0, 0);(13.0131, 14.1784, 4.81093)
HumanHead;959;5589;5589;0;(0, 0, 0);(25.8752, 0.667125, 3.25706)
HumanHead;3258;8028;8028;0;(-0.936392, -0.78467, 0);(0.936392, 2.21729, 2.93143)
HumanHead;2319;13848;13848;0;(0, -2.2411, -1.39246);(5.71839, 1.9349, 5.26677)
HumanHead;1426;2790;2790;0;(0, 0, 0);(0.899009, 0.975, 0.948445)
HumanHead;1884;3604;3604;0;(0, 0, 0);(0.677855, 0.975, 0.821646)
HumanHead;1543;2688;2688;0;(0, 0, 0);(0.703645, 0.975, 0.828088)
HumanHead;1984;3747;3747;0;(0, 0, 0);(0.691565, 0.975, 0.831068)
HumanHead;1996;3564;3564;0;(0, 0, 0);(0.565271, 0.764697, 0.975)
HumanHead;2687;4801;4801;0;(0, 0, 0);(0.956833, 0.975, 0.901069)
HumanHead;484;919;919;0;(0, 0, 0);(0.600914, 0.975, 0.759248)
HumanHead;906;2070;2070;0;(0, 0, 0);(0.577333, 0.975, 0.761331)
HumanHead;9166;18008;18008;0;(0, 0, 0);(0.601714, 0.975, 0.746015)
HumanHead;26749;51801;51801;0;(0, 0, 0);(0.716152, 0.975, 0.797975)
HumanHead;2034;3946;3946;0;(0, 0, 0);(0.975, 0.942992, 0.950643)
HumanHead;882;1646;1646;0;(0, 0, 0);(0.736533, 0.975, 0.842455)
HumanHead;664;1197;1197;0;(0, 0, 0);(0.747311, 0.975, 0.941067)
HumanHead;7896;15788;15788;0;(0, 0, 0);(0.699801, 0.975, 0.854086)
HumanHead;216;426;426;0;(0, 0, 0);(0.548439, 0.975, 0.705157)
HumanHead;17358;34712;34712;0;(0, 0, 0);(0.583424, 0.975, 0.783781)
HumanHead;692;1380;1380;0;(0, 0, 0);(0.743412, 0.975, 0.920425)
HumanHead;193;384;384;0;(0, 0, 0);(0.763762, 0.975, 0.934332)
HumanHead;1173;2260;2260;0;(0, 0, 0);(0.639618, 0.975, 0.803968)
HumanHead;314;615;615;0;(0, 0, 0);(0.848333, 0.959167, 0.975)
HumanHead;270;536;536;0;(0, 0, 0);(0.745789, 0.975, 0.884689)
HumanHead;295;557;557;0;(0, 0, 0);(0.675685, 0.975, 0.740753)
HumanHead;186;360;360;0;(0, 0, 0);(0.724783, 0.975, 0.775748)
HumanHead;1884;3604;3604;0;(0, 0, 0);(0.713112, 0.975, 0.895097)
HumanHead;263;465;465;0;(0, 0, 0);(0.671742, 0.975, 0.911965)
HumanHead;17666;35328;35328;0;(0, 0, 0);(0.823412, 0.975, 0.685598)
HumanHead;3009;5951;5951;0;(0, 0, 0);(0.465963, 0.975, 0.474444)
HumanHead;977;1852;1852;0;(0, 0, 0);(0.603323, 0.975, 0.630986)
HumanHead;2991;5728;5728;0;(0, 0, 0);(0.710689, 0.975, 0.91419)
HumanHead;9843;19492;19492;0;(0, 0, 0);(0.975, 0.881148, 0.714919)
HumanHead;5641;10543;10543;0;(0, 0, 0);(0.517741, 0.975, 0.646433)
Humanoid;472;888;888;0;(0, 0, 0);(0.283933, 0.975, 0.197224)
Humanoid;450;837;837;0;(0, 0, 0);(0.275279, 0.975, 0.216721)
Humanoid;467;870;870;0;(0, 0, 0);(0.272396, 0.975, 0.222875)
Humanoid;471;882;882;0;(0, 0, 0);(0.316116, 0.975, 0.205277)
Humanoid;443;830;830;0;(0, 0, 0);(0.281675, 0.975, 0.275883)
Humanoid;474;890;890;0;(0, 0, 0);(0.273174, 0.975, 0.285059)
Humanoid;473;862;862;0;(0, 0, 0);(0.299149, 0.975, 0.234196)
Humanoid;1250;2500;2500;0;(0, 0, 0);(0.353075, 0.291865, 0.975)
Humanoid;577;1018;1018;0;(0, 0, 0);(0.258991, 0.975, 0.174844)
Humanoid;458;853;853;0;(0, 0, 0);(0.284853, 0.975, 0.242942)
Humanoid;1871;8364;8364;0;(0, 0, 0);(0.272453, 0.975, 0.205935)
Humanoid;1025;1864;1864;0;(0, 0, 0);(0.292015, 0.975, 0.178544)
Humanoid;2012;3012;3012;0;(0, 0, 0);(0.322927, 0.197527, 0.975)
Humanoid;2537;4049;4049;0;(0, 0, 0);(0.196376, 0.303506, 0.975)
Humanoid;2344;4253;4253;0;(0, 0, 0);(0.334878, 0.975, 0.215259)
Humanoid;1962;3615;3615;0;(0, 0, 0);(0.237936, 0.975, 0.184611)
Humanoid;498;919;919;0;(0, 0, 0);(0.296721, 0.975, 0.268929)
Humanoid;469;869;869;0;(0, 0, 0);(0.290972, 0.975, 0.205733)
Humanoid;1636;3254;3254;0;(0, 0, 0);(0.410334, 0.975, 0.232007)
Humanoid;7401;14776;14776;0;(0, 0, 0);(0.380387, 0.254112, 0.975)
Humanoid;12180;24200;24200;0;(0, 0, 0);(0.523247, 0.975, 0.246838)
Humanoid;9061;18110;18110;0;(0, 0, 0);(0.39729, 0.221536, 0.975)
Humanoid;2012;3012;3012;0;(0, 0, 0);(0.325015, 0.975, 0.324737)
Humanoid;5647;10737;10737;0;(0, 0, 0);(0.408698, 0.975, 0.189718)
Humanoid;676;1302;1302;0;(0, 0, 0);(0.332412, 0.975, 0.204358)
Humanoid;12758;25506;25506;0;(0, 0, 0);(0.375543, 0.975, 0.504207)
Humanoid;2244;3460;3460;0;(0, 0, 0);(0.357379, 0.975, 0.399115)
Humanoid;4677;8559;8559;0;(0, 0, 0);(0.355968, 0.975, 0.235159)
Humanoid;3964;7707;7707;0;(0, 0, 0);(0.537379, 0.975, 0.218602)
Humanoid;17342;34666;34666;0;(0, 0, 0);(0.199225, 0.975, 0.31848)
Humanoid;2001;3012;3012;0;(0, 0, 0);(0.237902, 0.975, 0.384098)
Humanoid;2996;5954;5954;0;(0, 0, 0);(0.298278, 0.975, 0.239721)
Humanoid;10694;20512;20512;0;(0, 0, 0);(0.375511, 0.975, 0.249312)
Humanoid;10333;18860;18860;0;(0, 0, 0);(0.326118, 0.975, 0.22299)
Humanoid;445;730;730;0;(0, 0, 0);(0.316961, 0.975, 0.239042)
Humanoid;1290;2576;2576;0;(0, 0, 0);(0.511014, 0.975, 0.201783)
Humanoid;16776;33324;33324;0;(0, 0, 0);(0.409514, 0.975, 0.211205)
Humanoid;747;1430;1430;0;(0, 0, 0);(0.656239, 0.69296, 0.197533)
Humanoid;521;935;935;0;(0, 0, 0);(0.366645, 0.975, 0.23908)
Humanoid;533;998;998;0;(0, 0, 0);(0.317127, 0.975, 0.214102)
Humanoid;894;1627;1627;0;(0, 0, 0);(0.367933, 0.975, 0.409963)
Humanoid;495;839;839;0;(0, 0, 0);(0.349692, 0.975, 0.182098)
Humanoid;3581;6988;6988;0;(0, 0, 0);(0.356469, 0.975, 0.253653)
Humanoid;120;208;208;0;(0, 0, 0);(0.29804, 0.975, 0.194092)
Humanoid;728;1396;1396;0;(0, 0, 0);(0.326765, 0.975, 0.202706)
Humanoid;506;1748;1748;0;(0, 0, 0);(0.336125, 0.975, 0.198377)
Humanoid;476;1698;1698;0;(0, 0, 0);(0.295275, 0.975, 0.322111)
Humanoid;435;856;856;0;(0, 0, 0);(0.356041, 0.975, 0.500596)
Humanoid;2640;5476;5476;0;(0, 0, 0);(0.392552, 0.975, 0.212955)
Humanoid;1059;2001;2001;0;(0, 0, 0);(0.3181, 0.975, 0.190571)
Humanoid;16052;32042;32042;0;(0, 0, 0);(0.350225, 0.975, 0.152937)
Humanoid;614;1094;1094;0;(0, 0, 0);(0.4886, 0.975, 0.224737)
Humanoid;745;1413;1413;0;(0, 0, 0);(0.316299, 0.975, 0.15938)
Humanoid;1003;1702;1702;0;(0, 0, 0);(0.286928, 0.975, 0.177397)
Humanoid;1196;2308;2308;0;(0, 0, 0);(0.405801, 0.975, 0.233696)
Humanoid;660;1070;1070;0;(0, 0, 0);(0.335592, 0.970208, 0.333036)
Humanoid;708;1288;1288;0;(0, 0, 0);(0.432787, 0.975, 0.194575)
Humanoid;116;185;185;0;(0, 0, 0);(0.380033, 0.975, 0.333153)
Humanoid;14603;29202;29202;0;(0, 0, 0);(0.342225, 0.975, 0.184695)
Humanoid;10735;21422;21422;0;(0, 0, 0);(0.391009, 0.975, 0.182174)
Humanoid;15088;29520;29520;0;(0, 0, 0);(0.297864, 0.975, 0.173853)
Humanoid;8520;16916;16916;0;(0, 0, 0);(0.444608, 0.975, 0.229084)
Humanoid;11090;22190;22190;0;(0, 0, 0);(0.393436, 0.975, 0.166457)
Humanoid;3618;7124;7124;0;(0, 0, 0);(0.899618, 0.975, 0.383562)
Humanoid;441;826;826;0;(0, 0, 0);(0.283631, 0.975, 0.177975)
Humanoid;493;919;919;0;(0, 0, 0);(0.297162, 0.975, 0.304865)
Humanoid;375;564;564;0;(0, 0, 0);(0.322825, 0.975, 0.182462)
Humanoid;1618;3128;3128;0;(0, 0, 0);(0.562915, 0.975, 0.476143)
Humanoid;1863;3352;3352;0;(0, 0, 0);(0.309395, 0.975, 0.193661)
Humanoid;309;526;526;0;(0, 0, 0);(0.287813, 0.975, 0.173873)
Humanoid;1022;1773;1773;0;(0, 0, 0);(0.462848, 0.975, 0.456327)
Humanoid;124;264;264;0;(0, 0, 0);(0.519, 0.975, 0.2151)
Humanoid;450;837;837;0;(0, 0, 0);(0.278991, 0.975, 0.247654)
Humanoid;8622;17298;17298;0;(0, 0, 0);(0.388658, 0.975, 0.519826)
Humanoid;2244;3460;3460;0;(0, 0, 0);(0.237304, 0.975, 0.396532)
Humanoid;22608;44050;44050;0;(0, 0, 0);(0.292541, 0.97277, 0.429455)
Humanoid;4049;7763;7763;0;(0, 0, 0);(0.440896, 0.975, 0.194826)
Humanoid;2010;3012;3012;0;(0, 0, 0);(0.185681, 0.975, 0.296899)
Humanoid;4657;19582;19582;0;(0, 0, 0);(0.406444, 0.975, 0.357811)
Humanoid;6540;12936;12936;0;(0, 0, 0);(0.376621, 0.225852, 0.975)
Humanoid;148;228;228;0;(0, 0, 0);(0.295623, 0.975, 0.225712)
Humanoid;477;922;922;0;(0, 0, 0);(0.342608, 0.975, 0.234325)
Humanoid;1224;2338;2338;0;(0, 0, 0);(0.340756, 0.975, 0.353742)
Humanoid;662;1236;1236;0;(0, 0, 0);(0.383616, 0.975, 0.231815)
Humanoid;3109;6056;6056;0;(0, 0, 0);(0.283789, 0.260718, 0.975)
Humanoid;3238;5910;5910;0;(0, 0, 0);(0.354991, 0.975, 0.30667)
Humanoid;349;694;694;0;(0, 0, 0);(0.368732, 0.975, 0.179024)
Humanoid;210;404;404;0;(0, 0, 0);(0.622535, 0.975, 0.598927)
Humanoid;2640;5476;5476;0;(0, 0, 0);(0.339967, 0.975, 0.228073)
Humanoid;1290;2576;2576;0;(0, 0, 0);(0.556397, 0.975, 0.183177)
Humanoid;409;760;760;0;(0, 0, 0);(0.295623, 0.975, 0.219917)
Humanoid;1739;3420;3420;0;(0, 0, 0);(0.29314, 0.975, 0.225712)
Humanoid;689;1320;1320;0;(0, 0, 0);(0.294287, 0.975, 0.187245)
Humanoid;9272;17495;17495;0;(0, 0, 0);(0.384915, 0.975, 0.491858)
Humanoid;955;1835;1835;0;(0, 0, 0);(0.326559, 0.975, 0.291927)
Humanoid;947;1862;1862;0;(0, 0, 0);(0.750381, 0.975, 0.494502)
Humanoid;178;608;608;0;(0, 0, 0);(0.897757, 0.975, 0.185763)
Humanoid;12911;25449;25449;0;(0, 0, 0);(0.929319, 0.975, 0.225058)
Humanoid;10576;21105;21105;0;(0, 0, 0);(0.926982, 0.975, 0.211372)
Humanoid;17639;34584;34584;0;(0, 0, 0);(0.975, 0.963345, 0.223364)
Humanoid;10473;20895;20895;0;(0, 0, 0);(0.930491, 0.975, 0.19251)
Humanoid;9660;19219;19219;0;(0, 0, 0);(0.975, 0.954548, 0.198281)
Humanoid;6368;12712;12712;0;(0, 0, 0);(0.854559, 0.975, 0.263012)
Humanoid;7015;15968;15968;0;(0, 0, 0);(0.891272, 0.975, 0.271889)
Humanoid;15201;33262;33262;0;(0, 0, 0);(0.956645, 0.975, 0.377678)
Humanoid;18153;35711;35711;0;(0, 0, 0);(0.931192, 0.975, 0.211418)
Humanoid;14796;28681;28681;0;(0, 0, 0);(0.900784, 0.975, 0.215395)
Humanoid;13022;24954;24954;0;(0, 0, 0);(0.90524, 0.975, 0.348658)
Humanoid;429;854;854;0;(0, 0, 0);(0.892351, 0.975, 0.292537)
Humanoid;747;1430;1430;0;(0, 0, 0);(0.967279, 0.975, 0.207388)
Humanoid;529;992;992;0;(0, 0, 0);(0.843264, 0.975, 0.214802)
Humanoid;408;812;812;0;(0, 0, 0);(0.849048, 0.975, 0.247928)
Humanoid;2841;5445;5445;0;(0, 0, 0);(0.975, 0.956304, 0.262472)
Humanoid;480;956;956;0;(0, 0, 0);(0.925512, 0.975, 0.15042)
Humanoid;559;880;880;0;(0, 0, 0);(0.900705, 0.975, 0.201636)
Humanoid;551;831;831;0;(0, 0, 0);(0.73491, 0.975, 0.216618)
Humanoid;716;1352;1352;0;(0, 0, 0);(0.903961, 0.975, 0.192413)
Humanoid;589;874;874;0;(0, 0, 0);(0.798532, 0.975, 0.336804)
Humanoid;598;880;880;0;(0, 0, 0);(0.868253, 0.975, 0.441164)
Humanoid;568;857;857;0;(0, 0, 0);(0.919047, 0.975, 0.202954)
Humanoid;540;840;840;0;(0, 0, 0);(0.873235, 0.975, 0.203622)
Humanoid;574;862;862;0;(0, 0, 0);(0.916742, 0.975, 0.184659)
Humanoid;583;886;886;0;(0, 0, 0);(0.793012, 0.975, 0.181295)
Humanoid;518;897;897;0;(0, 0, 0);(0.917266, 0.975, 0.171275)
Humanoid;7970;15874;15874;0;(0, 0, 0);(0.731246, 0.975, 0.304967)
Humanoid;10589;20349;20349;0;(0, 0, 0);(0.718992, 0.975, 0.185819)
Humanoid;8077;16126;16126;0;(0, 0, 0);(0.742238, 0.975, 0.190046)
Humanoid;9698;19304;19304;0;(0, 0, 0);(0.975, 0.970692, 0.253422)
Humanoid;11806;23197;23197;0;(0, 0, 0);(0.7175, 0.975, 0.24255)
Humanoid;16082;31221;31221;0;(0, 0, 0);(0.674155, 0.975, 0.169338)
Humanoid;16870;35325;35325;0;(0, 0, 0);(0.945165, 0.975, 0.180198)
Humanoid;7303;14424;14424;0;(0, 0, 0);(0.55464, 0.975, 0.79986)
Humanoid;372;721;721;0;(0, 0, 0);(0.409814, 0.899138, 0.975)
Humanoid;12410;24119;24119;0;(0, 0, 0);(0.683898, 0.975, 0.160636)
Humanoid;402;728;728;0;(0, 0, 0);(0.389217, 0.975, 0.618324)
Humanoid;1068;2092;2092;0;(0, 0, 0);(0.442046, 0.975, 0.349292)
Humanoid;481;895;895;0;(0, 0, 0);(0.274933, 0.975, 0.347475)
Humanoid;470;880;880;0;(0, 0, 0);(0.274585, 0.975, 0.344233)
Humanoid;478;899;899;0;(0, 0, 0);(0.313418, 0.975, 0.528825)
Humanoid;8798;17547;17547;0;(0, 0, 0);(0.335492, 0.38114, 0.975)
Humanoid;16267;32530;32530;0;(0, 0, 0);(0.380248, 0.825978, 0.975)
