class; aligned_on_x ; aligned_on_y ; aligned_on_z ; flipped_on_x ; flipped_on_y ; flipped_on_z
Violin;0;0;0;1;1;1
Violin;0;0;1;1;1;1
Violin;1;1;1;1;0;1
Violin;0;1;0;1;1;1
Violin;0;0;1;0;0;1
Violin;0;0;0;1;1;1
Violin;0;0;1;1;1;0
Violin;1;1;1;1;1;1
Violin;0;0;1;0;1;1
Violin;0;0;1;1;1;1
Violin;0;0;0;0;0;1
Violin;0;0;0;1;1;0
Wheel;1;1;1;1;1;1
Wheel;0;1;0;1;1;1
Wheel;0;0;1;1;1;1
Wheel;0;1;0;1;1;1
Wheel;0;1;0;1;1;1
Wheel;0;0;1;1;1;1
Wheel;1;1;1;1;1;1
Wheel;0;0;1;1;1;1
Wheel;1;1;1;1;1;1
Wheel;1;1;1;1;1;1
Wheel;1;1;1;1;1;1
Wheel;0;0;1;1;1;1
Wheel;1;1;1;1;1;1
Wheel;1;1;1;1;1;1
Wheel;1;1;1;1;1;1
Wheel;0;0;1;1;1;1
Wheel;1;1;1;1;1;1
WheelChair;1;1;1;0;1;1
WheelChair;1;1;1;0;0;0
WheelChair;1;1;1;1;0;0
WheelChair;1;1;1;1;1;1
WheelChair;1;1;1;1;1;0
WheelChair;1;1;1;1;1;1
WheelChair;1;1;1;1;0;1
WheelChair;1;1;1;1;0;0
WheelChair;1;1;1;0;1;1
WheelChair;1;1;1;0;1;0
WheelChair;1;1;1;1;0;1
WheelChair;1;1;1;1;1;1
WheelChair;1;1;1;0;1;0
WheelChair;1;1;1;1;0;1
WheelChair;1;1;1;0;0;1
WheelChair;1;1;1;1;1;1
WheelChair;1;1;1;0;1;1
WheelChair;1;1;1;1;1;1
WheelChair;1;1;1;1;1;0
WheelChair;1;1;1;0;0;0
